claim_id,policy_id,loss_date,report_date,loss_hour,paid_amount,claimant_phone,repair_shop,days_since_inception,true_label
CLM50560,POL103835,2024-04-28,2024-04-28,3,20025.26,555-0100,Shop A Auto Body,10,ring
CLM50561,POL103841,2024-12-07,2024-12-12,8,5392.9,555-2785,Pioneer Collision,294,honest
CLM50562,POL103858,2025-12-21,2025-12-24,17,2061.2,555-4848,Pioneer Collision,210,honest
CLM50563,POL103859,2025-05-31,2025-06-02,20,8547.09,555-5456,Union Collision,180,inflated
CLM50564,POL103867,2025-11-04,2025-11-09,10,16187.84,555-9762,Sunrise Collision,152,honest
CLM50565,POL103869,2025-01-31,2025-01-31,6,12209.33,555-7318,Harbor Collision,389,honest
CLM50566,POL103871,2025-04-13,2025-04-16,9,5228.29,555-6539,Union Collision,39,honest
CLM50567,POL103883,2024-08-25,2024-08-27,7,23604.6,555-5886,Astor Collision,52,honest
CLM50568,POL103899,2024-11-19,2024-11-20,10,1218.74,555-4572,Astor Collision,203,honest
CLM50569,POL103913,2025-10-18,2025-10-19,20,1339.49,555-4452,Astor Collision,583,honest
CLM50570,POL103931,2025-08-20,2025-08-22,8,7227.69,555-6634,Harbor Collision,333,honest
CLM50571,POL103937,2025-07-28,2025-08-01,13,4514.62,555-2108,Harbor Collision,29,honest
CLM50572,POL103944,2024-07-28,2024-07-31,14,8639.45,555-7575,Grand Collision,174,inflated
CLM50573,POL103946,2025-12-29,2026-01-01,9,749.07,555-9265,Sunrise Collision,622,honest
CLM50574,POL103954,2025-10-17,2025-10-18,14,7166.77,555-6162,Union Collision,568,honest
CLM50575,POL103955,2025-10-17,2025-10-17,17,17553.63,555-7472,Sunrise Collision,636,honest
CLM50576,POL103956,2024-11-10,2024-11-11,2,8136.75,555-0105,Shop F Auto Body,40,ring
CLM50577,POL103969,2025-05-04,2025-05-07,19,2356.61,555-9407,Fulton Collision,36,honest
CLM50578,POL103971,2025-06-12,2025-06-17,16,5662.6,555-6910,Harbor Collision,246,honest
CLM50579,POL103973,2024-07-21,2024-07-26,16,7252.68,555-8295,Astor Collision,198,honest
CLM50580,POL103975,2025-12-08,2025-12-13,6,1831.22,555-2293,Harbor Collision,319,honest
CLM50581,POL103995,2025-03-25,2025-03-30,15,1235.52,555-4251,Fulton Collision,118,honest
CLM50582,POL103996,2025-12-29,2025-12-30,7,2050.96,555-4209,Pioneer Collision,435,honest
CLM50583,POL104012,2025-08-06,2025-08-11,12,4623.54,555-8924,Fulton Collision,448,honest
CLM50584,POL104025,2025-02-11,2025-02-15,11,7742.14,555-6887,Astor Collision,51,honest
CLM50585,POL104043,2024-07-01,2024-07-01,1,10887.32,555-0105,Shop F Auto Body,57,ring
CLM50586,POL104046,2024-11-02,2024-11-07,11,9155.47,555-2596,Astor Collision,245,honest
CLM50587,POL104049,2025-05-22,2025-05-24,19,1554.81,555-9915,Grand Collision,492,honest
CLM50588,POL104056,2025-02-24,2025-02-27,22,13146.97,555-5748,Sunrise Collision,108,inflated
CLM50589,POL104058,2025-10-18,2025-10-22,22,4096.34,555-9082,Harbor Collision,152,honest
CLM50590,POL104074,2025-06-09,2025-06-12,17,8136.55,555-8728,Pioneer Collision,59,honest
CLM50591,POL104076,2025-06-26,2025-07-01,22,8528.58,555-3190,Fulton Collision,162,honest
CLM50592,POL104081,2025-10-31,2025-11-01,10,4373.13,555-3096,Harbor Collision,332,honest
CLM50593,POL104084,2025-10-28,2025-11-02,20,10128.94,555-7959,Pioneer Collision,437,honest
CLM50594,POL104095,2025-02-24,2025-03-01,15,5891.28,555-5569,Sunrise Collision,76,honest
CLM50595,POL104099,2025-06-09,2025-06-14,6,2254.08,555-3054,Bergen Collision,195,honest
CLM50596,POL104103,2025-12-02,2025-12-07,19,6887.97,555-6738,Astor Collision,174,honest
CLM50597,POL104105,2025-06-23,2025-06-28,10,15071.38,555-6931,Union Collision,143,honest
CLM50598,POL104106,2025-02-19,2025-02-19,14,4545.36,555-9860,Summit Collision,47,honest
CLM50599,POL104109,2024-12-03,2024-12-04,20,1162.57,555-3592,Sunrise Collision,201,honest
CLM50600,POL104120,2024-06-18,2024-06-20,22,5356.95,555-6324,Maple Collision,134,inflated
CLM50601,POL104124,2025-08-14,2025-08-16,11,4647.62,555-6993,Union Collision,107,honest
CLM50602,POL104129,2025-06-12,2025-06-16,22,20344.35,555-7155,Pioneer Collision,385,honest
CLM50603,POL104130,2025-12-12,2025-12-14,16,15422.18,555-8575,Grand Collision,241,inflated
CLM50604,POL104131,2025-04-11,2025-04-13,6,2012.39,555-6711,Astor Collision,346,honest
CLM50605,POL104133,2025-07-01,2025-07-03,7,3458.58,555-5264,Harbor Collision,506,honest
CLM50606,POL104135,2024-11-06,2024-11-08,19,5752.79,555-8548,Pioneer Collision,37,honest
CLM50607,POL104138,2024-12-08,2024-12-11,17,2599.87,555-4678,Maple Collision,114,honest
CLM50608,POL104146,2024-12-19,2024-12-22,15,3893.31,555-9523,Grand Collision,246,honest
CLM50609,POL104147,2024-12-15,2024-12-16,1,13864.13,555-0105,Shop F Auto Body,12,ring
CLM50610,POL104148,2025-05-27,2025-05-28,9,7103.86,555-5827,Harbor Collision,30,honest
CLM50611,POL104150,2025-10-28,2025-10-31,15,3437.05,555-9103,Union Collision,222,honest
CLM50612,POL104154,2025-01-02,2025-01-06,17,2794.67,555-7689,Pioneer Collision,15,honest
CLM50613,POL104164,2024-09-29,2024-10-04,17,8548.99,555-3928,Maple Collision,11,honest
CLM50614,POL104165,2025-02-15,2025-02-17,21,1767.21,555-6836,Astor Collision,53,honest
CLM50615,POL104167,2024-07-08,2024-07-10,7,3171.62,555-7573,Pioneer Collision,67,honest
CLM50616,POL104174,2025-06-15,2025-06-15,18,2343.94,555-8606,Bergen Collision,352,honest
CLM50617,POL104189,2025-04-15,2025-04-18,10,2982.04,555-4982,Summit Collision,126,honest
CLM50618,POL104192,2025-08-14,2025-08-16,22,6768.09,555-9514,Fulton Collision,144,honest
CLM50619,POL104203,2025-05-02,2025-05-03,7,3751.22,555-2693,Grand Collision,238,honest
CLM50620,POL104204,2025-05-22,2025-05-25,14,1388.84,555-8224,Union Collision,239,honest
CLM50621,POL104205,2024-03-04,2024-03-07,18,1653.02,555-3145,Summit Collision,28,honest
CLM50622,POL104218,2024-11-13,2024-11-15,9,4222.46,555-9093,Union Collision,208,honest
CLM50623,POL104223,2025-06-26,2025-06-29,6,20822.46,555-4778,Bergen Collision,43,inflated
CLM50624,POL104247,2025-03-19,2025-03-20,15,3015.57,555-5090,Harbor Collision,28,honest
CLM50625,POL104248,2024-09-20,2024-09-22,18,4626.58,555-5249,Pioneer Collision,233,honest
CLM50626,POL104258,2025-02-01,2025-02-01,9,2857.9,555-8205,Grand Collision,23,honest
CLM50627,POL104259,2025-09-12,2025-09-14,21,5306.33,555-8782,Sunrise Collision,124,honest
CLM50628,POL104262,2025-07-18,2025-07-19,13,8308.93,555-4258,Summit Collision,486,honest
CLM50629,POL104265,2025-04-14,2025-04-17,11,4847.69,555-8725,Fulton Collision,225,honest
CLM50630,POL104268,2025-10-31,2025-11-05,12,3390.06,555-7879,Harbor Collision,533,honest
CLM50631,POL104280,2025-05-02,2025-05-03,14,8775.92,555-3702,Bergen Collision,49,inflated
CLM50632,POL104285,2025-10-28,2025-10-30,12,9474.46,555-4209,Summit Collision,179,honest
CLM50633,POL104290,2025-02-08,2025-02-12,14,3395.32,555-5129,Astor Collision,316,honest
CLM50634,POL104297,2025-10-05,2025-10-08,13,4191.13,555-2771,Fulton Collision,459,inflated
CLM50635,POL104308,2025-10-22,2025-10-27,12,4811.15,555-6992,Union Collision,515,honest
CLM50636,POL104314,2025-03-13,2025-03-18,15,10936.75,555-7568,Sunrise Collision,104,honest
CLM50637,POL104317,2025-12-12,2025-12-17,9,10898.3,555-8132,Fulton Collision,223,honest
CLM50638,POL104321,2025-09-17,2025-09-22,14,7752.54,555-2452,Maple Collision,314,honest
CLM50639,POL104324,2025-11-10,2025-11-14,14,8005.84,555-8731,Union Collision,659,inflated
CLM50640,POL104325,2024-08-21,2024-08-26,9,4749.82,555-6165,Union Collision,218,honest
CLM50641,POL104331,2025-04-24,2025-04-24,22,14056.5,555-3377,Union Collision,213,honest
CLM50642,POL104338,2024-12-23,2024-12-27,16,4023.36,555-9288,Pioneer Collision,115,honest
CLM50643,POL104339,2025-03-02,2025-03-07,19,3823.12,555-3709,Harbor Collision,20,honest
CLM50644,POL104340,2024-10-30,2024-11-04,22,3721.94,555-9945,Astor Collision,95,honest
CLM50645,POL104347,2024-12-02,2024-12-05,21,2090.78,555-9505,Summit Collision,82,honest
CLM50646,POL104351,2024-09-14,2024-09-17,13,3891.88,555-6270,Union Collision,78,honest
CLM50647,POL104355,2024-04-16,2024-04-17,23,9762.26,555-0100,Shop A Auto Body,48,ring
CLM50648,POL104356,2025-06-13,2025-06-18,22,16993.63,555-7276,Sunrise Collision,263,honest
CLM50649,POL104358,2025-05-30,2025-05-31,4,13802.34,555-0100,Shop A Auto Body,47,ring
CLM50650,POL104363,2025-09-17,2025-09-19,15,9294.37,555-8364,Sunrise Collision,366,honest
CLM50651,POL104374,2024-10-29,2024-11-03,16,1260.84,555-5800,Pioneer Collision,70,honest
CLM50652,POL104377,2025-08-20,2025-08-24,13,3438.79,555-8216,Grand Collision,133,honest
CLM50653,POL104400,2025-05-06,2025-05-06,19,1547.21,555-3443,Sunrise Collision,100,honest
CLM50654,POL104403,2024-10-06,2024-10-07,8,13933.16,555-5652,Pioneer Collision,122,inflated
CLM50655,POL104412,2025-08-24,2025-08-28,6,4268.19,555-7852,Pioneer Collision,103,honest
CLM50656,POL104415,2025-06-23,2025-06-25,18,5053.46,555-9191,Union Collision,84,honest
CLM50657,POL104423,2025-03-11,2025-03-16,20,18401.45,555-8247,Fulton Collision,310,honest
CLM50658,POL104424,2025-07-10,2025-07-13,21,2500.77,555-7525,Union Collision,84,honest
CLM50659,POL104440,2025-08-30,2025-09-01,15,3006.91,555-5984,Harbor Collision,467,honest
CLM50660,POL104443,2025-08-20,2025-08-21,14,5547.36,555-3927,Union Collision,577,honest
CLM50661,POL104454,2025-05-20,2025-05-21,23,12956.0,555-0105,Shop F Auto Body,46,ring
CLM50662,POL104469,2025-06-22,2025-06-23,10,2179.48,555-6761,Maple Collision,151,honest
CLM50663,POL104474,2025-03-09,2025-03-13,7,3487.58,555-6091,Grand Collision,276,honest
CLM50664,POL104475,2025-09-25,2025-09-26,16,7218.21,555-8598,Union Collision,475,honest
CLM50665,POL104480,2025-04-15,2025-04-18,18,4156.07,555-6272,Summit Collision,458,honest
CLM50666,POL104490,2025-03-28,2025-03-31,17,2826.99,555-6924,Sunrise Collision,289,honest
CLM50667,POL104499,2025-04-29,2025-04-29,14,5130.64,555-8017,Grand Collision,212,honest
CLM50668,POL104508,2025-04-08,2025-04-11,6,5409.04,555-8670,Bergen Collision,77,honest
CLM50669,POL104516,2025-08-06,2025-08-07,8,5017.89,555-4942,Summit Collision,458,honest
CLM50670,POL104517,2025-10-09,2025-10-09,10,7933.86,555-6786,Fulton Collision,138,honest
CLM50671,POL104522,2025-08-10,2025-08-15,19,8246.42,555-4985,Grand Collision,562,honest
CLM50672,POL104526,2025-06-23,2025-06-27,20,8164.63,555-5990,Harbor Collision,48,honest
CLM50673,POL104527,2025-06-11,2025-06-14,8,3293.24,555-2314,Bergen Collision,81,honest
CLM50674,POL104536,2024-07-07,2024-07-08,13,2258.86,555-9261,Harbor Collision,182,honest
CLM50675,POL104539,2025-08-23,2025-08-26,13,3583.56,555-8685,Union Collision,381,honest
CLM50676,POL104541,2025-02-03,2025-02-06,12,2365.98,555-8041,Fulton Collision,183,honest
CLM50677,POL104542,2025-09-28,2025-10-01,19,5035.6,555-5926,Bergen Collision,350,honest
CLM50678,POL104549,2025-09-08,2025-09-11,11,5842.62,555-5238,Harbor Collision,190,honest
CLM50679,POL104557,2025-03-31,2025-04-03,8,7240.66,555-5487,Astor Collision,408,honest
CLM50680,POL104563,2025-02-20,2025-02-23,7,5183.17,555-8319,Harbor Collision,121,honest
CLM50681,POL104569,2025-12-19,2025-12-24,15,15378.18,555-5574,Sunrise Collision,572,honest
CLM50682,POL104576,2024-09-21,2024-09-23,8,5991.36,555-8822,Astor Collision,178,honest
CLM50683,POL104582,2025-04-30,2025-05-05,13,6989.21,555-3338,Bergen Collision,86,honest
CLM50684,POL104584,2025-08-16,2025-08-19,15,9071.14,555-8464,Harbor Collision,182,honest
CLM50685,POL104588,2025-12-19,2025-12-21,7,6975.61,555-6334,Fulton Collision,664,honest
CLM50686,POL104608,2024-10-27,2024-10-28,22,2652.02,555-9493,Fulton Collision,144,honest
CLM50687,POL104614,2025-12-21,2025-12-26,6,9820.55,555-6444,Union Collision,621,honest
CLM50688,POL104616,2025-09-18,2025-09-22,10,42641.22,555-9466,Maple Collision,168,honest
CLM50689,POL104627,2025-09-01,2025-09-06,7,5749.29,555-7713,Pioneer Collision,197,honest
CLM50690,POL104634,2025-03-20,2025-03-25,13,1502.13,555-7315,Harbor Collision,175,honest
CLM50691,POL104637,2025-04-28,2025-05-01,9,10735.04,555-5066,Union Collision,143,honest
CLM50692,POL104644,2025-07-16,2025-07-16,13,7015.05,555-8779,Pioneer Collision,484,inflated
CLM50693,POL104646,2025-08-18,2025-08-21,6,3562.82,555-7570,Sunrise Collision,484,honest
CLM50694,POL104654,2025-07-08,2025-07-12,16,4244.15,555-4451,Maple Collision,540,honest
CLM50695,POL104657,2024-12-04,2024-12-09,18,4878.47,555-7702,Astor Collision,259,honest
CLM50696,POL104663,2025-02-12,2025-02-17,22,1987.15,555-2266,Grand Collision,93,honest
CLM50697,POL104667,2024-05-05,2024-05-10,18,5894.43,555-5614,Summit Collision,57,honest
CLM50698,POL104668,2025-10-31,2025-11-05,21,3331.06,555-9140,Summit Collision,156,honest
CLM50699,POL104671,2025-07-13,2025-07-13,7,6892.59,555-3863,Sunrise Collision,37,honest
CLM50700,POL104672,2025-08-01,2025-08-04,13,7926.01,555-6510,Maple Collision,503,inflated
CLM50701,POL104674,2025-08-11,2025-08-14,21,6563.83,555-4770,Grand Collision,348,honest
CLM50702,POL104684,2024-12-28,2025-01-01,16,4720.8,555-4466,Harbor Collision,161,honest
CLM50703,POL104692,2024-06-04,2024-06-05,17,1347.45,555-7879,Pioneer Collision,49,honest
CLM50704,POL104698,2025-11-02,2025-11-07,12,4868.49,555-9105,Fulton Collision,186,honest
CLM50705,POL104701,2025-11-28,2025-12-03,8,4566.17,555-4864,Union Collision,554,honest
CLM50706,POL104702,2025-09-03,2025-09-05,20,3603.38,555-8367,Sunrise Collision,81,honest
CLM50707,POL104706,2025-05-27,2025-05-30,22,7315.34,555-9547,Pioneer Collision,267,honest
CLM50708,POL104709,2025-02-11,2025-02-16,17,6720.28,555-4680,Pioneer Collision,384,honest
CLM50709,POL104716,2025-02-17,2025-02-18,16,7315.72,555-3350,Union Collision,119,honest
CLM50710,POL104724,2025-06-03,2025-06-04,22,16684.47,555-2037,Union Collision,178,honest
CLM50711,POL104741,2025-12-24,2025-12-25,13,2832.75,555-2269,Union Collision,255,honest
CLM50712,POL104742,2025-11-01,2025-11-03,10,3759.93,555-2139,Harbor Collision,368,honest
CLM50713,POL104743,2025-08-30,2025-09-03,8,3664.22,555-4257,Bergen Collision,200,honest
CLM50714,POL104747,2025-01-17,2025-01-22,8,8241.02,555-4893,Fulton Collision,115,honest
CLM50715,POL104757,2024-10-11,2024-10-15,16,4791.96,555-2158,Grand Collision,282,honest
CLM50716,POL104759,2025-10-15,2025-10-17,19,4222.56,555-9302,Sunrise Collision,500,honest
CLM50717,POL104764,2025-10-14,2025-10-15,13,7637.65,555-8992,Grand Collision,469,honest
CLM50718,POL104765,2025-11-18,2025-11-23,21,3417.19,555-9096,Harbor Collision,247,honest
CLM50719,POL104766,2025-04-15,2025-04-16,12,7946.8,555-8973,Pioneer Collision,125,honest
CLM50720,POL104778,2025-03-11,2025-03-13,14,26838.31,555-7281,Bergen Collision,45,honest
CLM50721,POL104785,2025-09-22,2025-09-23,8,6765.17,555-7653,Harbor Collision,93,honest
CLM50722,POL104795,2025-03-12,2025-03-17,8,1427.93,555-2152,Astor Collision,113,honest
CLM50723,POL104797,2025-07-27,2025-07-29,8,3864.44,555-2232,Summit Collision,138,honest
CLM50724,POL104798,2024-11-22,2024-11-27,16,3830.57,555-8783,Sunrise Collision,162,honest
CLM50725,POL104804,2025-11-15,2025-11-17,11,5040.57,555-8879,Grand Collision,302,honest
CLM50726,POL104806,2025-11-26,2025-11-26,15,2460.97,555-8152,Union Collision,663,honest
CLM50727,POL104818,2025-01-07,2025-01-12,15,4766.76,555-5879,Fulton Collision,100,honest
CLM50728,POL104823,2025-04-04,2025-04-08,9,3300.26,555-6725,Pioneer Collision,16,honest
CLM50729,POL104824,2025-01-12,2025-01-15,11,5651.29,555-6679,Astor Collision,42,inflated
CLM50730,POL104825,2024-10-07,2024-10-08,15,4033.58,555-5094,Bergen Collision,98,honest
CLM50731,POL104826,2025-08-14,2025-08-17,18,5862.99,555-8910,Maple Collision,301,honest
CLM50732,POL104841,2025-06-01,2025-06-05,7,6384.8,555-4581,Astor Collision,209,inflated
CLM50733,POL104848,2025-04-16,2025-04-20,6,3925.64,555-9347,Summit Collision,363,honest
CLM50734,POL104851,2025-05-28,2025-06-02,8,26222.99,555-3476,Astor Collision,10,honest
CLM50735,POL104856,2025-06-02,2025-06-07,15,988.56,555-9193,Bergen Collision,187,honest
CLM50736,POL104863,2025-12-08,2025-12-08,19,3227.65,555-5229,Grand Collision,366,honest
CLM50737,POL104867,2025-03-01,2025-03-03,10,2132.95,555-2673,Sunrise Collision,273,honest
CLM50738,POL104898,2025-02-15,2025-02-19,11,5374.59,555-3452,Bergen Collision,384,honest
CLM50739,POL104910,2025-07-31,2025-08-03,15,6028.54,555-5377,Pioneer Collision,389,honest
CLM50740,POL104912,2025-03-10,2025-03-10,6,4937.64,555-4517,Fulton Collision,270,honest
CLM50741,POL104917,2024-12-17,2024-12-18,22,2442.84,555-7950,Summit Collision,254,honest
CLM50742,POL104918,2025-05-14,2025-05-19,6,9200.34,555-3560,Astor Collision,9,honest
CLM50743,POL104932,2025-08-26,2025-08-28,22,9488.99,555-6322,Pioneer Collision,219,honest
CLM50744,POL104933,2024-12-27,2024-12-27,9,2411.91,555-5908,Summit Collision,203,honest
CLM50745,POL104940,2025-09-01,2025-09-05,22,1376.71,555-8894,Sunrise Collision,298,honest
CLM50746,POL104943,2025-11-22,2025-11-27,16,3818.58,555-2639,Pioneer Collision,321,honest
CLM50747,POL104946,2025-09-07,2025-09-10,6,5651.23,555-9428,Fulton Collision,134,honest
CLM50748,POL104952,2024-11-10,2024-11-11,16,6676.61,555-2379,Bergen Collision,40,honest
CLM50749,POL104959,2025-03-18,2025-03-21,12,4356.41,555-4712,Summit Collision,301,honest
CLM50750,POL104968,2025-03-16,2025-03-21,13,2392.69,555-6137,Harbor Collision,162,honest
CLM50751,POL104970,2025-12-24,2025-12-26,21,4101.48,555-3776,Pioneer Collision,397,inflated
CLM50752,POL104975,2025-08-15,2025-08-17,18,13878.01,555-2144,Sunrise Collision,200,honest
CLM50753,POL104980,2025-07-21,2025-07-22,14,4008.3,555-3277,Astor Collision,44,honest
CLM50754,POL104994,2025-03-14,2025-03-16,6,1614.97,555-8553,Sunrise Collision,249,honest
CLM50755,POL105014,2025-02-06,2025-02-09,14,4769.13,555-5850,Union Collision,189,honest
CLM50756,POL105023,2025-08-01,2025-08-05,14,1697.12,555-2911,Maple Collision,402,honest
CLM50757,POL105040,2024-10-25,2024-10-25,14,3208.94,555-8113,Bergen Collision,286,honest
CLM50758,POL105046,2025-11-11,2025-11-15,21,6477.71,555-7571,Bergen Collision,448,honest
CLM50759,POL105051,2025-01-23,2025-01-24,1,17938.04,555-0103,Shop D Auto Body,42,ring
CLM50760,POL105058,2025-11-24,2025-11-25,19,7759.22,555-4708,Pioneer Collision,659,honest
CLM50761,POL105062,2025-03-17,2025-03-17,2,8963.82,555-0100,Shop A Auto Body,42,ring
CLM50762,POL105063,2025-06-01,2025-06-02,17,1364.17,555-2321,Sunrise Collision,145,honest
CLM50763,POL105081,2025-07-16,2025-07-19,16,13162.02,555-7673,Summit Collision,142,honest
CLM50764,POL105085,2025-07-22,2025-07-24,19,2203.54,555-2905,Harbor Collision,470,honest
CLM50765,POL105087,2025-05-08,2025-05-13,16,1248.85,555-6336,Harbor Collision,249,honest
CLM50766,POL105095,2025-12-06,2025-12-08,9,4933.73,555-5589,Grand Collision,520,honest
CLM50767,POL105108,2025-09-20,2025-09-25,18,4804.18,555-9290,Bergen Collision,299,honest
CLM50768,POL105110,2025-08-27,2025-08-30,10,7415.92,555-3089,Sunrise Collision,65,inflated
CLM50769,POL105123,2025-02-24,2025-02-24,8,1316.66,555-6556,Maple Collision,275,honest
CLM50770,POL105146,2025-04-11,2025-04-16,16,1153.2,555-6545,Pioneer Collision,229,honest
CLM50771,POL105149,2024-11-03,2024-11-08,8,6297.92,555-4507,Union Collision,249,honest
CLM50772,POL105153,2025-09-09,2025-09-14,14,4235.4,555-4966,Bergen Collision,410,honest
CLM50773,POL105154,2025-10-22,2025-10-22,7,23513.63,555-9600,Maple Collision,407,honest
CLM50774,POL105167,2025-03-02,2025-03-05,22,4476.58,555-8851,Harbor Collision,365,honest
CLM50775,POL105179,2025-04-20,2025-04-23,13,4762.11,555-8411,Grand Collision,130,honest
CLM50776,POL105187,2025-08-15,2025-08-18,14,15535.07,555-3028,Pioneer Collision,66,honest
CLM50777,POL105203,2024-12-11,2024-12-12,12,3607.75,555-5665,Union Collision,37,honest
CLM50778,POL105212,2025-06-06,2025-06-06,6,5596.97,555-9294,Union Collision,42,honest
CLM50779,POL105227,2025-05-13,2025-05-16,19,4778.38,555-2267,Fulton Collision,427,honest
CLM50780,POL105247,2025-02-25,2025-02-26,16,1714.9,555-3700,Astor Collision,89,honest
CLM50781,POL105248,2025-12-20,2025-12-23,20,21586.69,555-2723,Union Collision,711,honest
CLM50782,POL105249,2024-10-23,2024-10-24,7,15382.18,555-3118,Bergen Collision,284,honest
CLM50783,POL105270,2025-07-22,2025-07-27,7,2347.05,555-9410,Pioneer Collision,111,honest
CLM50784,POL105275,2025-11-03,2025-11-03,18,1935.84,555-6241,Pioneer Collision,387,honest
CLM50785,POL105277,2025-08-25,2025-08-28,22,5460.14,555-6288,Union Collision,249,honest
CLM50786,POL105280,2025-12-08,2025-12-11,19,12832.36,555-2133,Astor Collision,541,honest
CLM50787,POL105297,2025-09-10,2025-09-13,8,2561.77,555-8396,Grand Collision,551,honest
CLM50788,POL105298,2025-06-15,2025-06-20,16,5598.81,555-4945,Harbor Collision,327,honest
CLM50789,POL105301,2025-10-23,2025-10-26,11,3263.38,555-8908,Fulton Collision,118,honest
CLM50790,POL105302,2025-11-18,2025-11-21,11,11107.2,555-4828,Grand Collision,513,honest
CLM50791,POL105309,2024-02-01,2024-02-02,2,11948.77,555-0103,Shop D Auto Body,31,ring
CLM50792,POL105315,2025-02-02,2025-02-03,21,6047.47,555-6936,Fulton Collision,214,honest
CLM50793,POL105320,2025-11-15,2025-11-18,11,2204.73,555-8070,Union Collision,154,honest
CLM50794,POL105325,2025-01-29,2025-01-29,21,8058.96,555-4824,Bergen Collision,157,honest
CLM50795,POL105327,2025-11-10,2025-11-14,9,5070.06,555-6313,Bergen Collision,265,honest
CLM50796,POL105328,2024-12-31,2025-01-02,21,3392.18,555-7278,Astor Collision,301,honest
CLM50797,POL105339,2025-05-30,2025-05-30,7,3208.11,555-6052,Maple Collision,130,honest
CLM50798,POL105344,2025-09-20,2025-09-21,10,5119.11,555-7443,Astor Collision,606,honest
CLM50799,POL105348,2025-05-22,2025-05-23,22,7253.17,555-3128,Astor Collision,410,inflated
CLM50800,POL105355,2025-02-20,2025-02-23,11,5207.03,555-2921,Astor Collision,145,honest
CLM50801,POL105361,2024-09-19,2024-09-19,10,9199.28,555-9074,Maple Collision,40,honest
CLM50802,POL105366,2025-06-29,2025-07-03,17,2378.78,555-7519,Union Collision,319,honest
CLM50803,POL105372,2025-08-06,2025-08-10,17,4456.86,555-7612,Harbor Collision,288,honest
CLM50804,POL105375,2025-10-10,2025-10-12,9,1726.33,555-6806,Union Collision,129,honest
CLM50805,POL105384,2025-09-14,2025-09-18,16,2038.3,555-7658,Pioneer Collision,313,honest
CLM50806,POL105389,2025-04-01,2025-04-04,10,3691.23,555-7799,Astor Collision,371,honest
CLM50807,POL105401,2025-09-18,2025-09-20,8,4862.24,555-8912,Summit Collision,239,honest
CLM50808,POL105409,2024-10-18,2024-10-23,7,5936.81,555-4493,Summit Collision,1,honest
CLM50809,POL105419,2024-10-08,2024-10-13,21,7955.72,555-8766,Harbor Collision,179,honest
CLM50810,POL105443,2025-02-27,2025-03-02,15,3321.35,555-2568,Fulton Collision,48,honest
CLM50811,POL105448,2025-06-16,2025-06-17,18,2015.92,555-9506,Pioneer Collision,222,honest
CLM50812,POL105452,2025-01-27,2025-01-31,22,3180.15,555-9177,Grand Collision,59,inflated
CLM50813,POL105454,2025-09-22,2025-09-25,17,5552.89,555-7251,Sunrise Collision,205,honest
CLM50814,POL105455,2024-10-17,2024-10-19,10,3020.08,555-9675,Astor Collision,42,honest
CLM50815,POL105457,2025-12-27,2025-12-29,13,4404.2,555-6117,Harbor Collision,559,honest
CLM50816,POL105461,2024-10-31,2024-11-03,14,14645.01,555-3789,Bergen Collision,65,honest
CLM50817,POL105479,2025-05-11,2025-05-12,22,7897.74,555-4384,Fulton Collision,216,inflated
CLM50818,POL105480,2025-06-30,2025-06-30,14,5342.79,555-8062,Sunrise Collision,121,honest
CLM50819,POL105488,2024-07-31,2024-08-01,19,7901.39,555-9175,Fulton Collision,131,honest
CLM50820,POL105490,2025-01-10,2025-01-10,17,1618.85,555-9460,Harbor Collision,87,honest
CLM50821,POL105508,2024-06-05,2024-06-05,7,5780.15,555-8207,Summit Collision,106,honest
CLM50822,POL105514,2025-12-27,2025-12-30,7,3009.08,555-2805,Astor Collision,434,honest
CLM50823,POL105516,2024-01-28,2024-01-31,13,7646.67,555-3116,Sunrise Collision,19,inflated
CLM50824,POL105519,2025-11-17,2025-11-19,18,3356.78,555-4250,Pioneer Collision,140,honest
CLM50825,POL105520,2025-01-17,2025-01-17,16,9623.99,555-7682,Pioneer Collision,57,honest
CLM50826,POL105521,2025-05-24,2025-05-24,15,3676.19,555-7922,Union Collision,472,honest
CLM50827,POL105524,2025-04-05,2025-04-05,18,2683.62,555-5960,Maple Collision,320,honest
CLM50828,POL105529,2025-01-07,2025-01-11,16,2262.69,555-8544,Sunrise Collision,272,honest
CLM50829,POL105541,2024-11-15,2024-11-19,14,6791.85,555-2572,Astor Collision,84,honest
CLM50830,POL105543,2025-06-25,2025-06-28,11,5731.95,555-6304,Bergen Collision,180,honest
CLM50831,POL105551,2024-06-02,2024-06-04,10,2593.44,555-4624,Union Collision,56,honest
CLM50832,POL105552,2025-02-05,2025-02-09,8,2133.85,555-6314,Sunrise Collision,220,honest
CLM50833,POL105557,2025-12-26,2025-12-26,12,3460.54,555-7042,Union Collision,183,honest
CLM50834,POL105564,2025-03-20,2025-03-21,7,5057.34,555-9492,Sunrise Collision,182,honest
CLM50835,POL105587,2024-05-27,2024-06-01,9,3012.48,555-6395,Grand Collision,12,honest
CLM50836,POL105588,2024-07-21,2024-07-26,22,4052.07,555-7256,Union Collision,19,honest
CLM50837,POL105590,2024-07-15,2024-07-16,17,3171.46,555-4462,Astor Collision,108,honest
CLM50838,POL105600,2025-10-20,2025-10-21,11,12447.73,555-6410,Fulton Collision,360,honest
CLM50839,POL105601,2024-09-29,2024-10-03,13,625.4,555-8118,Maple Collision,13,honest
